Date,Open,High,Low,Close,Adj Close,Volume
2020-03-30,415.000000,434.899994,404.100006,427.549988,424.743408,3175357
2020-03-31,435.899994,455.549988,430.450012,450.049988,447.095673,3302637
2020-04-01,450.899994,454.799988,430.299988,434.850006,431.995483,2154766
2020-04-03,444.500000,454.250000,424.049988,427.799988,424.991760,4235746
2020-04-07,446.850006,489.000000,434.399994,477.549988,474.415192,4522049
2020-04-08,474.299988,517.400024,470.000000,488.299988,485.094604,5642395
2020-04-09,501.000000,514.000000,479.250000,485.350006,482.163971,5377864
2020-04-13,485.899994,492.950012,472.750000,479.799988,476.650391,2769922
2020-04-15,480.000000,506.000000,480.000000,502.850006,499.549133,4343214
2020-04-16,497.750000,509.000000,492.149994,503.500000,500.194855,3438673
2020-04-17,515.000000,515.000000,487.200012,490.100006,486.882813,3429703
2020-04-20,492.399994,499.950012,482.500000,492.850006,489.614777,3233932
2020-04-21,486.500000,503.000000,484.000000,498.200012,494.929657,4518995
2020-04-22,498.500000,504.799988,495.549988,502.700012,499.400085,2801897
2020-04-23,506.100006,516.150024,497.049988,499.000000,495.724365,4322555
2020-04-24,499.000000,503.750000,494.500000,499.049988,495.774017,2376828
2020-04-27,502.000000,504.649994,487.250000,491.750000,488.521973,4482196
2020-04-28,494.000000,494.399994,482.399994,487.549988,484.349518,2010508
2020-04-29,490.000000,490.649994,475.450012,478.250000,475.110596,2503008
2020-04-30,485.000000,495.350006,478.250000,489.299988,486.088043,4295419
2020-05-04,480.000000,482.799988,465.700012,468.750000,465.672974,3267221
2020-05-05,471.000000,475.549988,450.000000,452.500000,449.529602,3676031
2020-05-06,454.950012,458.350006,443.100006,455.700012,452.708618,4087839
2020-05-07,456.500000,456.500000,440.000000,441.899994,438.999207,3356812
2020-05-08,447.000000,452.000000,441.649994,446.799988,443.867035,3238325
2020-05-11,450.000000,454.700012,443.500000,446.549988,443.618683,2890780
2020-05-12,447.000000,451.750000,439.200012,443.149994,440.240997,2465770
2020-05-13,458.000000,458.600006,442.450012,444.049988,441.135071,2202274
2020-05-14,445.500000,461.000000,445.000000,458.600006,455.589569,3710845
2020-05-15,463.000000,463.649994,441.350006,443.899994,440.986084,4049485
2020-05-18,446.000000,446.000000,430.100006,436.100006,433.237305,3056578
2020-05-19,440.450012,447.149994,433.500000,437.100006,434.230743,3631044
2020-05-20,437.799988,444.950012,435.250000,439.649994,436.763977,2543929
2020-05-21,440.000000,449.399994,439.100006,440.149994,437.260681,2934438
2020-05-22,439.600006,443.950012,429.899994,431.700012,428.866180,3326987
2020-05-26,431.700012,436.200012,427.399994,433.100006,430.256989,3334407
2020-05-27,432.000000,434.850006,424.100006,428.950012,426.134216,5829539
2020-05-28,429.950012,451.250000,421.200012,448.399994,445.456512,10807910
2020-05-29,443.750000,470.000000,440.299988,466.450012,463.388062,7711038
2020-06-01,470.000000,473.950012,462.000000,469.250000,466.169678,6224484
