Date,Open,High,Low,Close,Adj Close,Volume
2021-01-07,222.649994,238.699997,222.600006,234.100006,234.100006,40079533
2021-01-08,250.000000,250.899994,238.000000,241.300003,241.300003,45274312
2021-01-11,242.300003,242.449997,230.500000,234.550003,234.550003,18659025
2021-01-12,232.500000,240.750000,229.000000,234.850006,234.850006,16662382
2021-01-13,236.100006,243.399994,222.699997,234.199997,234.199997,30056467
2021-01-14,235.600006,237.350006,229.399994,233.100006,233.100006,15152007
2021-01-15,234.800003,239.500000,227.600006,230.699997,230.699997,17923025
2021-01-18,230.899994,231.850006,213.750000,215.449997,215.449997,19378587
2021-01-19,217.850006,231.250000,217.050003,230.000000,230.000000,19996121
2021-01-20,229.000000,229.899994,224.550003,225.750000,225.750000,12259672
2021-01-21,228.350006,233.149994,216.000000,218.449997,218.449997,16717439
2021-01-22,217.000000,222.000000,207.800003,211.500000,211.500000,20080355
2021-01-25,215.300003,217.850006,200.000000,201.250000,201.250000,21199882
2021-01-27,203.199997,204.699997,195.050003,197.699997,197.699997,16924868
2021-01-28,195.000000,198.449997,191.699997,193.600006,193.600006,15368083
2021-01-29,196.000000,199.199997,188.600006,190.850006,190.850006,16272876
2021-02-01,192.750000,207.300003,187.800003,205.899994,205.899994,19984575
2021-02-02,208.500000,218.500000,208.199997,213.600006,213.600006,22348007
2021-02-03,214.750000,221.149994,211.800003,217.550003,217.550003,17774046
2021-02-04,217.000000,226.399994,214.500000,221.949997,221.949997,25429724
2021-02-05,223.949997,225.850006,213.000000,215.300003,215.300003,14485162
2021-02-08,217.250000,221.300003,215.500000,218.750000,218.750000,9888008
2021-02-09,219.300003,225.300003,214.449997,218.850006,218.850006,16381708
2021-02-10,219.100006,234.399994,217.050003,231.149994,231.149994,44182876
2021-02-11,233.000000,238.300003,230.100006,232.250000,232.250000,20021771
2021-02-12,233.699997,240.500000,229.850006,236.850006,236.850006,32876470
2021-02-15,233.000000,236.350006,220.300003,221.949997,221.949997,38734056
2021-02-16,223.449997,229.399994,218.550003,226.100006,226.100006,20097806
2021-02-17,225.500000,227.850006,220.250000,221.500000,221.500000,15129255
2021-02-18,223.550003,233.899994,221.550003,231.250000,231.250000,23359321
2021-02-19,232.000000,247.399994,223.300003,228.899994,228.899994,56344546
2021-02-22,228.300003,231.750000,217.600006,220.000000,220.000000,19406041
2021-02-23,221.899994,224.449997,215.050003,215.949997,215.949997,17672256
2021-02-24,217.850006,220.399994,214.000000,217.449997,217.449997,6433827
2021-02-25,220.000000,227.500000,220.000000,225.449997,225.449997,17937939
2021-02-26,220.000000,224.149994,214.600006,218.750000,218.750000,19284396
2021-03-01,222.000000,224.199997,216.850006,222.350006,222.350006,13980146
2021-03-02,224.250000,235.500000,223.250000,229.000000,229.000000,26294462
2021-03-03,231.100006,251.000000,229.500000,248.000000,248.000000,45419012
2021-03-04,245.000000,250.649994,242.100006,243.449997,243.449997,30352656
2021-03-05,243.000000,243.850006,227.100006,231.600006,231.600006,21577834
2021-03-08,235.500000,239.949997,229.500000,230.550003,230.550003,15071376
2021-03-09,233.000000,240.000000,222.149994,229.500000,229.500000,20997017
2021-03-10,231.649994,234.449997,226.399994,230.199997,230.199997,11706744
2021-03-12,232.449997,234.699997,222.500000,224.050003,224.050003,12893118
2021-03-15,224.949997,224.949997,212.750000,218.149994,218.149994,16220050
2021-03-16,219.500000,226.000000,218.399994,222.550003,222.550003,17944645
2021-03-17,222.949997,223.750000,213.500000,214.800003,214.800003,17070297
2021-03-18,217.449997,220.199997,211.199997,214.850006,214.850006,17966016
2021-03-19,212.500000,218.000000,207.750000,215.250000,215.250000,26324176
2021-03-22,216.750000,218.250000,212.199997,213.250000,213.250000,15774618
2021-03-23,214.350006,216.000000,211.149994,212.750000,212.750000,16778279
2021-03-24,212.000000,212.399994,202.000000,203.199997,203.199997,16996355
2021-03-25,203.500000,203.899994,193.600006,195.600006,195.600006,21311729
2021-03-26,198.699997,202.649994,196.600006,197.949997,197.949997,14934595
